-93.7683,62.9465,21.6149,-3.00194,-85.6554,274.413
-95.2368,64.403,19.7841,-5.88025,-86.2945,257.044
-92.1213,63.5884,19.5406,1.65769,-84.0183,242.317
-91.9151,79.9672,5.46794,0.867881,-103.54,229.203
-94.9667,79.9961,6.11254,-5.75314,-104.273,212.194
-96.7133,78.499,8.26826,-9.56375,-103.332,189.503
-97.1017,64.7604,19.9544,-11.46,-86.6754,105.891
-93.087,63.3588,20.6141,-1.79422,-84.3245,84.8478
-91.7708,62.6773,20.0787,2.17877,-82.083,62.4367
