375,1080
376,1081
375,1082
374,1083
375,1084
375,1085
375,1086
374,1087
374,1088
374,1089
374,1090
373,1091
373,1092
372,1093
372,1094
373,1095
372,1096
371,1097
371,1098
372,1099
373,1100
373,1101
373,1102
372,1103
371,1104
371,1105
372,1106
372,1107
372,1108
372,1109
372,1110
372,1111
371,1112
371,1113
371,1114
372,1115
372,1116
371,1116
370,1116
369,1117
369,1118
369,1119
369,1120
370,1121
370,1122
370,1123
369,1124
370,1125
370,1126
371,1127
370,1128
371,1129
372,1130
371,1131
372,1132
373,1133
373,1134
372,1135
372,1136
371,1137
370,1138
371,1139
371,1140
372,1141
373,1142
373,1143
372,1144
371,1145
371,1146
370,1147
369,1148
368,1148
367,1149
367,1150
367,1151
367,1152
367,1153
366,1154
366,1155
366,1156
367,1157
367,1158
366,1159
366,1160
366,1161
366,1162
367,1163
367,1164
366,1165
366,1166
365,1167
365,1168
365,1169
364,1170
365,1171
365,1172
365,1173
364,1174
363,1175
363,1176
364,1177
365,1178
365,1179
365,1180
365,1181
365,1182
364,1183
363,1183
362,1183
361,1184
361,1185
361,1186
362,1186
363,1187
362,1188
362,1189
361,1190
361,1191
362,1192
362,1193
362,1194
362,1195
361,1196
360,1197
360,1198
360,1199
360,1200
359,1201
358,1201
357,1201
356,1201
355,1201
354,1200
353,1199
352,1198
352,1197
352,1196
351,1195
351,1194
350,1193
349,1193
348,1193
347,1193
346,1193
345,1192
344,1191
343,1190
343,1189
344,1188
343,1187
342,1187
342,1186
341,1185
341,1184
341,1183
342,1182
343,1181
342,1180
341,1179
340,1178
339,1177
340,1176
339,1175
338,1174
339,1173
338,1172
339,1171
340,1170
341,1169
340,1168
339,1167
338,1166
339,1165
338,1164
339,1163
339,1162
338,1161
337,1160
336,1159
336,1158
337,1157
338,1156
338,1155
337,1154
336,1153
336,1152
336,1151
335,1151
334,1151
334,1150
334,1149
334,1148
333,1147
334,1146
333,1145
334,1144
334,1143
333,1142
333,1141
333,1140
332,1139
332,1138
332,1137
331,1136
331,1135
330,1134
329,1133
329,1132
330,1131
330,1130
329,1129
328,1128
327,1127
328,1126
327,1125
327,1124
326,1123
326,1122
326,1121
326,1120
325,1119
325,1118
325,1117
326,1116
325,1115
324,1114
323,1113
322,1112
323,1111
323,1110
322,1109
322,1108
322,1107
322,1106
321,1105
320,1104
320,1103
320,1102
320,1101
320,1100
321,1099
322,1098
321,1097
321,1096
321,1095
320,1094
321,1093
322,1092
323,1091
322,1090
321,1089
320,1089
319,1088
319,1087
318,1086
319,1085
318,1084
319,1083
320,1082
320,1081
319,1080
320,1079
320,1078
319,1077
319,1076
319,1075
318,1074
319,1073
319,1072
319,1071
318,1070
319,1069
319,1068
318,1067
317,1066
318,1065
317,1064
318,1063
318,1062
318,1061
317,1060
317,1059
316,1058
316,1057
316,1056
316,1055
316,1054
315,1053
315,1052
316,1051
316,1050
315,1049
314,1048
313,1048
313,1047
312,1046
313,1045
312,1044
312,1043
312,1042
312,1041
312,1040
312,1039
311,1038
310,1037
311,1036
311,1035
310,1034
310,1033
309,1033
308,1033
307,1032
306,1031
307,1030
307,1029
306,1028
306,1027
306,1026
305,1025
305,1024
305,1023
305,1022
304,1021
304,1020
304,1019
303,1018
303,1017
303,1016
303,1015
302,1014
301,1014
300,1013
301,1012
300,1011
300,1010
300,1009
299,1008
299,1007
300,1006
300,1005
299,1004
298,1003
298,1002
299,1001
300,1000
300,999
300,998
299,997
299,996
299,995
298,994
297,993
296,992
296,991
296,990
296,989
296,988
296,987
296,986
295,985
294,984
295,983
295,982
294,981
295,980
294,979
293,978
293,977
294,976
294,975
294,974
293,973
292,972
291,972
290,971
291,970
291,969
291,968
292,967
291,966
290,965
291,964
291,963
291,962
292,961
293,960
292,959
292,958
291,957
290,957
289,956
288,955
287,956
286,955
285,954
284,953
284,952
284,951
283,951
282,951
282,950
281,949
282,948
282,947
282,946
282,945
281,944
281,943
280,942
279,942
278,941
277,940
276,940
275,940
274,939
274,938
274,937
275,936
275,935
275,934
275,933
274,932
274,931
274,930
274,929
274,928
273,928
272,927
273,926
273,925
273,924
273,923
273,922
273,921
273,920
273,919
273,918
273,917
272,916
272,915
272,914
271,913
270,912
270,911
269,910
270,909
270,908
270,907
270,906
270,905
270,904
271,903
271,902
270,901
269,900
270,899
270,898
270,897
270,896
270,895
270,894
270,893
270,892
270,891
271,890
270,889
269,888
270,887
269,886
269,885
269,884
269,883
268,882
269,881
269,880
269,879
268,878
267,877
267,876
267,875
267,874
267,873
268,872
267,871
267,870
267,869
267,868
267,867
268,866
268,865
267,864
267,863
267,862
267,861
268,860
267,859
266,858
265,857
265,856
265,855
265,854
264,853
264,852
264,851
264,850
264,849
263,848
262,847
262,846
261,845
260,844
260,843
259,843
258,842
258,841
258,840
259,839
258,838
258,837
257,836
257,835
258,834
257,833
256,832
257,831
256,831
255,830
255,829
255,828
255,827
254,826
254,825
253,824
253,823
252,823
251,822
251,821
252,820
252,819
251,818
251,817
250,816
250,815
249,814
249,813
249,812
249,811
249,810
248,809
248,808
247,807
246,807
245,806
245,805
245,804
245,803
244,802
245,801
245,800
245,799
244,798
243,797
243,796
243,795
242,794
242,793
242,792
242,791
241,791
240,790
240,789
240,788
240,787
239,786
239,785
239,784
238,783
237,783
236,782
235,781
235,780
235,779
234,778
234,777
233,776
232,775
232,774
231,774
230,773
229,772
228,771
227,770
226,770
225,770
224,769
224,768
223,768
222,768
221,767
220,767
219,766
218,765
217,764
216,763
215,763
214,763
213,762
212,762
211,762
210,762
209,763
209,764
208,764
207,764
207,765
206,765
205,765
204,765
203,765
202,765
201,764
201,763
200,763
199,763
198,763
198,764
198,765
197,766
196,766
195,765
194,765
193,765
193,764
192,763
191,762
190,762
189,763
188,763
187,763
186,762
185,762
185,763
184,763
183,763
182,763
181,763
180,763
179,763
178,763
177,763
176,763
176,762
175,762
174,762
173,761
172,761
171,761
170,762
170,763
169,764
168,764
167,764
166,764
165,764
164,763
163,763
162,763
161,763
160,763
159,763
158,763
157,762
156,762
155,762
154,761
154,760
155,759
154,758
153,758
152,758
151,758
150,758
149,759
148,760
147,759
146,758
145,758
144,758
143,758
142,758
141,757
140,756
139,756
138,756
137,757
136,757
135,757
134,757
133,756
132,756
131,756
130,756
129,757
128,758
127,758
126,758
125,758
124,758
123,758
123,759
122,759
121,759
120,759
119,759
118,759
117,758
116,758
115,758
114,758
113,757
113,756
113,755
113,754
112,753
111,753
111,752
110,751
109,750
108,750
107,750
106,750
105,750
105,749
105,748
105,747
104,747
103,747
102,747
101,747
100,747
99,747
98,746
97,746
96,746
95,746
94,746
93,747
93,748
93,749
93,750
92,750
91,750
90,750
89,750
88,750
87,750
86,750
85,750
84,750
83,750
82,749
81,748
81,747
80,747
79,747
78,747
77,747
76,747
75,747
74,747
73,747
72,747
71,747
70,747
69,746
69,745
68,744
68,743
69,742
69,741
68,741
67,741
66,741
65,741
64,740
63,740
62,740
61,739
60,739
59,739
58,740
57,741
58,742
59,743
58,744
57,744
56,744
55,744
54,744
53,744
52,744
51,743
51,742
51,741
50,740
50,739
49,738
48,738
47,738
47,737
46,737
45,737
44,736
43,735
42,734
42,733
42,732
42,731
41,730
40,730
39,729
38,729
37,729
36,729
35,729
34,728
34,727
33,726
32,726
31,726
30,726
29,727
28,728
27,728
26,728
25,728
24,727
25,726
25,725
25,724
25,723
25,722
26,721
26,720
25,719
26,718
26,717
26,716
25,715
25,714
25,713
24,712
24,711
23,710
22,710
21,710
20,710
19,710
18,710
17,710
16,709
16,708
16,707
15,706
14,705
13,704
12,703
11,703
10,703
9,702
9,701
9,700
8,699
7,699
6,699
5,699
4,698
3,698
2,698
1,698
0,699
